1,6,5,5,0,5,0,0,0,56,2,52,0,10610,10610,10610,5
1,5,4,5,0,4,0,0,0,51,2,49,0,8170,8170,18780,4
1,4,3,5,0,3,0,0,0,49,2,47,0,3980,3980,22760,4
1,4,2,5,0,2,0,0,0,46,2,44,0,6700,6700,29460,4
1,4,1,5,0,1,0,0,0,41,2,39,0,12090,12090,41550,3
1,6,5,5,0,5,0,0,0,53,2,51,0,-33770,-33770,7780,5
1,5,4,5,0,4,0,0,0,52,2,50,0,11780,11780,19560,4
1,4,3,5,0,3,0,0,0,46,2,44,0,10540,10540,30100,3
1,3,2,5,0,2,0,0,0,42,2,40,0,3300,3300,33400,3
1,3,1,5,0,1,0,0,0,41,2,39,0,15060,15060,48460,1
1,6,5,5,0,5,0,0,0,53,2,51,0,-39400,-39400,9060,5
1,5,4,5,0,4,0,0,0,52,2,50,0,10550,10550,19610,4
1,4,3,5,0,3,0,0,0,49,3,46,0,7800,7800,27410,4
1,4,2,5,0,2,0,0,0,44,3,41,0,4310,4310,31720,4
1,4,1,5,0,1,0,0,0,40,3,37,0,3370,3370,35090,4
1,6,5,5,0,5,0,0,0,53,2,51,0,-24750,-24750,10340,5
1,5,4,5,0,4,0,0,0,50,2,48,0,9230,9230,19570,4
1,4,3,5,0,3,0,0,0,48,2,46,0,6410,6410,25980,4
1,4,2,5,0,2,0,0,0,42,2,40,0,2860,2860,28840,4
1,4,1,5,0,1,0,0,0,40,2,38,0,12040,12040,40880,3
1,6,5,5,0,5,0,0,0,53,2,51,0,-32680,-32680,8200,5
1,5,4,5,0,4,0,0,0,51,2,49,0,12330,12330,20530,4
1,4,3,5,0,3,0,0,0,46,2,44,0,3920,3920,24450,4
1,4,2,5,0,2,0,0,0,43,2,41,0,4230,4230,28680,4
1,4,1,5,0,1,0,0,0,39,2,37,0,17420,17420,46100,2
1,6,5,5,0,5,0,0,0,53,2,51,0,-37740,-37740,8360,5
1,5,4,5,0,4,0,0,0,51,2,49,0,10930,10930,19290,4
1,4,3,5,0,3,0,0,0,49,2,47,0,3450,3450,22740,4
1,4,2,5,0,2,0,0,0,48,2,46,0,8930,8930,31670,3
1,3,1,5,0,1,0,0,0,45,2,43,0,8090,8090,39760,2
1,6,5,5,0,5,0,0,0,53,2,51,0,-28010,-28010,11750,5
1,5,4,5,0,4,0,0,0,49,2,47,0,10060,10060,21810,4
1,4,3,5,0,3,0,0,0,48,2,46,0,5940,5940,27750,4
1,4,2,5,0,2,0,0,0,43,2,41,0,7720,7720,35470,3
