1,6,5,5,0,5,0,0,0,53,2,51,0,8200,8200,8200,5
1,5,4,5,0,4,0,0,0,51,2,49,0,10690,10690,18890,4
1,4,3,5,0,3,0,0,0,47,2,45,0,4000,4000,22890,4
1,4,2,5,0,2,0,0,0,44,2,42,0,4830,4830,27720,4
1,4,1,5,0,1,0,0,0,40,2,38,0,15080,15080,42800,2
1,6,5,5,0,5,0,0,0,53,2,51,0,-34440,-34440,8360,5
1,5,4,5,0,4,0,0,0,51,2,49,0,8190,8190,16550,4
1,4,3,5,0,3,0,0,0,49,2,47,0,10990,10990,27540,3
1,2,2,5,0,2,0,0,0,45,2,43,0,8760,8760,36300,2
1,2,1,5,0,1,0,0,0,43,2,41,0,5650,5650,41950,2
1,6,5,5,0,5,0,0,0,53,2,51,0,-32990,-32990,8960,5
1,5,6,5,0,4,0,0,2,51,2,49,0,10900,10900,19860,4
1,5,3,5,0,3,0,0,0,48,2,46,0,5000,5000,24860,4
1,4,2,5,0,2,0,0,0,44,2,42,0,10150,10150,35010,3
1,3,1,5,0,1,0,0,0,40,2,38,0,4880,4880,39890,3
1,6,5,5,0,5,0,0,0,53,2,51,0,-28660,-28660,11230,5
1,5,4,5,0,4,0,0,0,50,2,48,0,5160,5160,16390,5
1,5,3,5,0,3,0,0,0,46,2,44,0,8640,8640,25030,4
1,4,2,5,0,2,0,0,0,43,2,41,0,3270,3270,28300,4
1,4,1,5,0,1,0,0,0,41,2,39,0,13040,13040,41340,2
1,6,5,5,0,5,0,0,0,53,2,51,0,-33560,-33560,7780,5
1,5,4,5,0,4,0,0,0,52,2,50,0,10240,10240,18020,4
1,4,3,5,0,3,0,0,0,48,2,46,0,3370,3370,21390,4
1,4,2,5,0,2,0,0,0,46,2,44,0,11380,11380,32770,3
1,3,1,5,0,1,0,0,0,42,2,40,0,4070,4070,36840,3
1,6,5,5,0,5,0,0,0,53,2,51,0,-28580,-28580,8260,5
1,5,4,5,0,4,0,0,0,51,2,49,0,8970,8970,17230,4
1,4,3,5,0,3,0,0,0,51,2,49,0,3620,3620,20850,4
1,5,2,5,0,2,0,0,0,49,2,47,0,11020,11020,31870,3
1,3,1,5,0,1,0,0,0,42,2,40,0,4340,4340,36210,3
1,6,5,5,0,5,0,0,0,53,2,51,0,-28110,-28110,8100,5
1,5,4,5,0,4,0,0,0,51,2,49,0,11280,11280,19380,4
1,4,3,5,0,3,0,0,0,47,2,45,0,4400,4400,23780,4
1,4,2,5,0,2,0,0,0,44,2,42,0,10800,10800,34580,3
1,3,1,5,0,1,0,0,0,40,2,38,0,3070,3070,37650,3
1,6,5,5,0,5,0,0,0,53,2,51,0,-29430,-29430,8220,5
1,5,4,5,0,4,0,0,0,51,2,49,0,10780,10780,19000,4
1,4,3,5,0,3,0,0,0,49,2,47,0,3720,3720,22720,4
1,4,2,5,0,2,0,0,0,47,2,45,0,6080,6080,28800,4
1,4,1,5,0,1,0,0,0,41,2,39,0,14910,14910,43710,2
1,6,5,5,0,5,0,0,0,53,2,51,0,-34810,-34810,8900,5
1,5,4,5,0,4,0,0,0,51,2,49,0,8500,8500,17400,4
1,4,3,5,0,3,0,0,0,49,2,47,0,10990,10990,28390,3
1,3,2,5,0,2,0,0,0,45,2,43,0,10310,10310,38700,2
1,2,1,5,0,1,0,0,0,41,2,39,0,8930,8930,47630,1
1,6,5,5,0,5,0,0,0,53,2,51,0,-39650,-39650,7980,5
1,5,4,5,0,4,0,0,0,52,2,50,0,9690,9690,17670,4
1,4,3,5,0,3,0,0,0,49,2,47,0,4440,4440,22110,4
1,4,2,5,0,2,0,0,0,46,2,44,0,19620,19620,41730,2
1,2,1,5,0,1,0,0,0,39,2,37,0,9570,9570,51300,1
1,6,5,5,0,5,0,0,0,53,2,51,0,-43320,-43320,7980,5
1,5,4,5,0,4,0,0,0,52,2,50,0,8530,8530,16510,4
1,4,3,5,0,3,0,0,0,50,2,48,0,10570,10570,27080,3
1,3,2,5,0,2,0,0,0,46,2,44,0,8370,8370,35450,3
1,3,1,5,0,1,0,0,0,40,2,38,0,2890,2890,38340,3
1,6,5,5,0,5,0,0,0,53,2,51,0,-30120,-30120,8220,5
